CMPD_CHEMBLID,processed_smiles,exp,smiles,inchi,Stereo,duplicate
CHEMBL1944693,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.82,COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,PIQKJCGMILEGLT-QHCPKHFHSA-N,21_R,False
CHEMBL2314504,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c2ccccc21,2.99,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14,WDWZXNZFJUGMSF-UHFFFAOYSA-N,,False
CHEMBL2325711,O=S(=O)(c1ccccc1)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,3.4,O=S(=O)(c1ccccc1)C2(CC2)c3cc(nc(n3)c4cccc5[nH]ccc45)N6CCOCC6,JFAPSODMPJFCQW-UHFFFAOYSA-N,,False
CHEMBL1209737,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,4.29,FC(F)(F)c1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,XISHQUZWDQCLCK-UHFFFAOYSA-N,5_?,False
CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,2.84,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(c2)c3ccccn3)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,,False
CHEMBL150245,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,2.04,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,WPKCIMARMVFGJG-UHFFFAOYSA-N,,False
CHEMBL182279,CCN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.9,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N,VCGPLRYYPFNQSB-UHFFFAOYSA-N,,False
CHEMBL115523,O=C(Nc1ccccc1)c1ccccc1,2.8,O=C(Nc1ccccc1)c2ccccc2,ZVSKZLHKADLHSD-UHFFFAOYSA-N,,False
CHEMBL25539,CCC(CO)NCCNC(CC)CO,-1.42,CCC(CO)NCCNC(CC)CO,AEUTYOVWOVBAKS-UHFFFAOYSA-N,2_?|9_?,False
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-0.33,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N,,False
CHEMBL2036773,CCN1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.68,CCN1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,GRFCHFVLEURDEF-OAHLLOKOSA-N,6_S,False
CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,2.7,COC[C@H](N1CCN(C[C@@H]1C)C2(C)CCN(CC2)C(=O)c3c(C)ncnc3C)c4ccc(cc4)C(F)(F)F,CNPVJJQCETWNEU-CYFREDJKSA-N,3_R|36_S,False
CHEMBL149444,COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,2.56,COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,DNINPOWJJPWIQI-NTEUORMPSA-N,,False
CHEMBL2158815,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.23,OC(=O)C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)c4ccccc4,DWNROPYUHGRJJG-UHFFFAOYSA-N,3_?,False
CHEMBL1200600,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.65,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,FAOZLTXFLGPHNG-KNAQIMQKSA-N,3_R|7_S|8_S|10_S|18_S|20_R|22_S|25_S,False
CHEMBL187845,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,3.58,Clc1ccccc1CNC(=O)c2ccccc2Oc3ccccc3,IPICCBCPDIMCHU-UHFFFAOYSA-N,,False
CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,1.99,CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1,DYNHJHQFHQTFTP-UHFFFAOYSA-N,,False
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2.67,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,,False
CHEMBL1916282,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.44,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,MYHHDENZOVCZAX-SFHVURJKSA-N,14_S,False
CHEMBL424620,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2cccc(C(=O)O)c2)c1=O)C(=O)C(F)(F)F,0.68,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3cccc(c3)C(=O)O)C(=O)C(F)(F)F,BADPPDCVNKPPEU-UHFFFAOYSA-N,3_?,False
CHEMBL277522,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.58,OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2,ZPAKPRAICRBAOD-UHFFFAOYSA-N,,False
CHEMBL2177611,CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@@H](C(=O)O)CC1,1.39,CCCSc1c(cnn1[C@@H]2CC[C@@H](CC2)C(=O)O)C(=O)NC3CCCCC3,HLKJXRGYFOSRLT-FZNQNYSPSA-N,18_s|21_s,False
CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,3.5,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,,False
CHEMBL1631471,Nc1c(C(=O)NC2CC2)nnc2c(-c3ncccn3)cccc12,1.5,Nc1c(nnc2c(cccc12)c3ncccn3)C(=O)NC4CC4,SDWDFHCCPWBEKB-UHFFFAOYSA-N,,False
CHEMBL1934269,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2CC(F)(F)F)cc1,0.93,C[C@H](NC(=O)c1c(C)nn(CC(F)(F)F)c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C,QSWGEOMEAZNPPB-AWEZNQCLSA-N,14_S,False
CHEMBL2086667,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.4,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c3ncc(OCc4ccc(cc4)S(=O)(=O)C)cn3,ZCTCHPPRMRIPMY-ROUUACIJSA-N,9_S|12_S,False
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.31,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,UCFGDBYHRUNTLO-QHCPKHFHSA-N,2_S,False
CHEMBL1950728,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1,2.6,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2,CHTNLBXSBITESO-OYDLWJJNSA-N,2_S|7_S|11_S,False
CHEMBL170984,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCC1CCN(C)CC1,1.83,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCC5CCN(C)CC5,UYKYCBACTCRLLP-UHFFFAOYSA-N,,False
CHEMBL186995,O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,3.68,Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3,SALFYSVZWBAPFL-UHFFFAOYSA-N,,False
CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.97,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,JIVPVXMEBJLZRO-UHFFFAOYSA-N,7_?,False
CHEMBL1829174,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,2.3,Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2,BZCALJIHZVNMGJ-HSZRJFAPSA-N,31_S,False
CHEMBL1322390,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,3.57,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,BZYGSSOTQLPQLM-UHFFFAOYSA-N,,False
CHEMBL462385,Cc1ncc(-c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C,2.26,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F,YLRRTJLWOJHWFB-UHFFFAOYSA-N,,False
CHEMBL128088,Cc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,2.22,CN1CCN(CC1)C(=O)c2cc3cc(C)ccc3[nH]2,XJMMCJLQDZQDAQ-UHFFFAOYSA-N,,False
CHEMBL2030964,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,0.78,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,NWOOORGYRVRDTD-IBGZPJMESA-N,15_S,False
CHEMBL2207607,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,-0.34,COc1cc(OC)c(cc1NC(=O)CCc2nn[nH]n2)S(=O)(=O)N3C(C)CCc4ccccc34,VLDDKUODQSBGGK-UHFFFAOYSA-N,20_?,False
CHEMBL1835913,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cn1,2.63,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1,FNWSDRRBMDAENC-UHFFFAOYSA-N,,False
CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,1.45,CC(C)(C(=O)c1cccnc1)c2cccnc2,FJLBFSROUSIWMA-UHFFFAOYSA-N,,False
CHEMBL517140,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,1.45,CNC(=O)c1ccc(Oc2ccc3CCN(CCc3c2)C4CCC4)nc1,WROHEWWOCPRMIA-UHFFFAOYSA-N,,False
CHEMBL2086654,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.2,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cn2,WZPXJWLXZKHFQW-UHFFFAOYSA-N,,False
CHEMBL1778995,Fc1cccc(-c2cncc(CNCC3CC3)n2)c1F,1.82,Fc1cccc(c1F)c2cncc(CNCC3CC3)n2,VRBSVCSTWKWOFR-UHFFFAOYSA-N,,False
CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.38,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,DIWRORZWFLOCLC-UHFFFAOYSA-N,19_?,False
CHEMBL1631467,CCCNC(=O)c1nnc2c(-c3cncc(C(=O)N4CCC4)c3)cccc2c1N,2.79,CCCNC(=O)c1nnc2c(cccc2c1N)c3cncc(c3)C(=O)N4CCC4,ZRHJFOQMTHUEKL-UHFFFAOYSA-N,,False
CHEMBL2163591,CS(=O)(=O)c1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,1.7,CS(=O)(=O)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,VXPOIFZDIIJPQO-IAGOWNOFSA-N,18_R|23_R,False
CHEMBL515515,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,1.4,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,BBZUBCUIVIEBCP-UHFFFAOYSA-N,,False
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,0.38,Nc1c2CCCCc2nc3ccccc13,YLJREFDVOIBQDA-UHFFFAOYSA-N,,False
CHEMBL1465276,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,3.7,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCc5ccccc5C4,SARNMBSCBINKFU-UHFFFAOYSA-N,,False
CHEMBL96076,COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC,3.1,COc1ccc(CN2CCc3c(C2)[nH]c4ccccc34)cc1OC,MVAKJPBBDFAECM-UHFFFAOYSA-N,,False
CHEMBL503732,CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1,2.63,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cccs4,JBRNKNLCAPYPAD-UHFFFAOYSA-N,17_?,False
CHEMBL1431112,O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1,3.0,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4occc4,UGLBELHJKDPTLB-UHFFFAOYSA-N,11_?,False
CHEMBL474829,CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N,2.3,CC(C)CNc1nc(nc(NC2CCS(=O)(=O)C2)c1N)C#N,BGDXMJHWJDPFBT-UHFFFAOYSA-N,13_?,False
CHEMBL2088115,C#CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.4,Cn1cc(nc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,KWWDLTPCZUCRMW-UHFFFAOYSA-N,,False
CHEMBL1809204,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(F)ccn23)n1,3.7,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(F)ccn34)N5CCN(CC5)C(=O)C,IHWMYKUSPDQHOB-UHFFFAOYSA-N,,False
CHEMBL1796298,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.78,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,YNSKBMXZDCLQIV-MHZLTWQESA-N,21_S|24_?|27_?,False
CHEMBL2335878,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.29,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,JSQFSGVDRQVIPG-UHFFFAOYSA-N,,False
CHEMBL487274,Cc1cc2n[nH]c(=O)n2c2ccccc12,2.35,CC1=CC2=NNC(=O)N2c3ccccc13,VPUMZLVLKCMKFQ-UHFFFAOYSA-N,,False
CHEMBL1977402,Cc1cc(S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2)c(S)cc1Cl,2.09,Cc1cc(c(S)cc1Cl)S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2,GRYIAOMDOBRKIU-UHFFFAOYSA-N,,False
CHEMBL2179281,CCCCC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.69,CCCCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,NBIFTJOTVIZGJA-WIOPSUGQSA-N,5_R|27_S,False
CHEMBL1829249,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1,2.32,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(Cl)cc4,NGLKSVAOSNSXCK-UHFFFAOYSA-N,2_?,False
CHEMBL779,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,2.6,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,WOXKDUGGOYFFRN-IIBYNOLFSA-N,6_R|17_R,False
CHEMBL1916266,CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1,0.27,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccn3,JESJFQSTKPDBFW-UHFFFAOYSA-N,,False
CHEMBL1330968,Cc1occc(=O)c1OCc1ccccc1,1.87,CC1=C(OCc2ccccc2)C(=O)C=CO1,LQDVCPYRCOKNMV-UHFFFAOYSA-N,,False
CHEMBL1372682,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3.83,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5ncccc45,DKOFLWJJZBRSBW-UHFFFAOYSA-N,3_?|5_?|7_?|9_?,False
CHEMBL50627,O=C1C(=O)c2cccnc2-c2ccccc21,1.88,O=C1C(=O)c2cccnc2c3ccccc13,GNSWJLXJCZFOPN-UHFFFAOYSA-N,,False
CHEMBL980,COc1ccccc1OCC(O)CO,0.24,COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV-UHFFFAOYSA-N,10_?,False
CHEMBL2011920,CNc1c(Br)cnc2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12,2.5,CNc1c(Br)cnc2[nH]c(nc12)c3cnn(c3)C4CCN(C)CC4,MERPPDGMBNDZGS-UHFFFAOYSA-N,,False
CHEMBL180966,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,2.86,CN(CC[C@@H](Oc1ccc(cc1)c2ccccc2)c3ccc(F)cc3)CC(=O)O,FDORQEIHOKEJNX-HSZRJFAPSA-N,4_R,False
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.49,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,NNYBQONXHNTVIJ-UHFFFAOYSA-N,11_?,False
CHEMBL1094168,CS(=O)(=O)c1ccc([C@H](CC2CCCC2)C(=O)Nc2nccs2)cc1,3.88,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,NEQSWPCDHDQINX-INIZCTEOSA-N,8_S,False
CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.08,CN1CC(c2ccccc2)c3cccc(N)c3C1,XXPANQJNYNUNES-UHFFFAOYSA-N,10_?,False
CHEMBL99737,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1.6,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,CCJQRZIECSQVPL-UHFFFAOYSA-N,,False
CHEMBL2177602,CCc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,0.9,CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,RZPNNMRUEBKYAY-UHFFFAOYSA-N,7_?|8_?|10_?|12_?|15_?,False
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,1_?,False
CHEMBL2153183,CCCSc1nc(N[C@H]2CC[C@H](C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,2.02,CCCSc1nc(N[C@@H]2CC[C@H](CC2)C(=O)O)ccc1C(=O)NC3CCCCC3,LSNUPHZZOYTURX-JCNLHEQBSA-N,8_r|11_r,False
CHEMBL263664,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.72,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34,RZIDZIGAXXNODG-UHFFFAOYSA-N,,False
CHEMBL56261,CC(C)CCCC(C)/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,1.58,CC(C)CCCC(C)\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,MVLUFSGXUMAUTD-WNAAXNPUSA-N,6_?,False
CHEMBL1442864,Cc1cc2c(C)cc(=O)oc2c2c1NCCC2,2.9,CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,HNBLXGUKCHVXSO-UHFFFAOYSA-N,,False
CHEMBL2180037,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,3.3,CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CC4,TWHSRVVFCICXII-UHFFFAOYSA-N,13_?,False
CHEMBL2087620,Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,2.69,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,WMRIKRYIKCYRKF-UHFFFAOYSA-N,,False
CHEMBL1288164,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)sc12,2.01,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4,KAMUHXLQJMLNMI-ZDUSSCGKSA-N,8_S,False
CHEMBL1917423,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,2.0,Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,UDYKRMHOQKAQNZ-UHFFFAOYSA-N,,False
CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,2.68,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,HWHLPVGTWGOCJO-UHFFFAOYSA-N,1_?,False
CHEMBL1289113,O=C(COCc1ccncc1)N1CCN(c2ccc(F)cc2Cl)CC1,2.63,Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,XNOMHUDLVRWWLV-UHFFFAOYSA-N,,False
CHEMBL1778992,COc1cc(F)ccc1-c1cncc(CNC[C@@H]2CCCO2)n1,2.0,COc1cc(F)ccc1c2cncc(CNC[C@@H]3CCCO3)n2,CEASKHRUQMAIIZ-AWEZNQCLSA-N,17_S,False
CHEMBL66089,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,3.2,Nc1ncnc2nc(cc(c3cccc(Br)c3)c12)c4ccc(nc4)N5CCOCC5,RQCXKDWOCUJWQZ-UHFFFAOYSA-N,,False
CHEMBL365123,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,1.19,CC1=CN(Cc2ccccc2)C(=O)NC1=O,YNHQGNHVHHZPTA-UHFFFAOYSA-N,,False
CHEMBL235619,CCCCCc1cc(=O)[nH]c(N)n1,1.62,CCCCCC1=CC(=O)NC(=N1)N,FZOQWSSCUUVBKF-UHFFFAOYSA-N,,False
CHEMBL1916285,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C,0.29,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c4ccccc4)C(C)(C)C,APVDYTYHJFKIEK-NRFANRHFSA-N,32_S,False
CHEMBL388335,O=c1[nH]n(Cc2ccoc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,0.6,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cocc4)C3=O,ZUOVHGAWAKFTQH-UHFFFAOYSA-N,,False
CHEMBL1682827,O=C1CCOc2nc(COc3ccccc3)ccc21,2.3,O=C1CCOc2nc(COc3ccccc3)ccc12,RDTNMKBRGQQHLS-UHFFFAOYSA-N,,False
CHEMBL1599290,Nc1nc2ccccc2n1C(=O)c1ccccc1,1.56,Nc1nc2ccccc2n1C(=O)c3ccccc3,RQUFEIGQKKAODE-UHFFFAOYSA-N,,False
CHEMBL379866,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44,CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,UACOXBQBNWQWOK-UHFFFAOYSA-N,,False
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.7,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,XMAYWYJOQHXEEK-UHFFFAOYSA-N,13_?|16_?,False
CHEMBL2179296,Cc1cn([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,3.68,CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,KXZDTTHXGPMWEF-IBGZPJMESA-N,4_S,False
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,3.9,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,ITTRLTNMFYIYPA-UHFFFAOYSA-N,,False
CHEMBL379082,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1,2.37,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,KDZIBHRPMCHQOB-WJOKGBTCSA-N,22_R,False
CHEMBL2023474,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,MPZNWDCJFYRKFH-UHFFFAOYSA-N,,False
